"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"2446"|2445|"\"oasis : an online and accurate technique for local-alignment searches on biological sequences shruti kasetty , colin meek , jignesh m. patel\",,vldb,2003"|"2003"|1|"\"oasis : an online and accurate technique for local-alignment searches on biological sequences shruti kasetty , colin meek , jignesh m. patel\",,vldb,    "|"oasis an online and accurate technique for local alignment searches on biological sequences shruti kasetty colin meek jignesh m patel vldb"|"oasis online and accurate technique for local alignment searches biological sequences shruti kasetty colin meek jignesh patel vldb"
"2447"|2446|"incremental computation of nested relational query expressions acm trans . database syst . 1995,\"leo mark , lars b√¶kgaard\",,"|"1995"|1|"incremental computation of nested relational query expressions acm trans . database syst .     ,\"leo mark , lars b√¶kgaard\",,"|"incremental computation of nested relational query expressions acm trans database syst leo mark lars b√ kgaard"|"incremental computation nested relational query expressions acm trans database syst leo mark lars kgaard"
"2448"|2447|"\"indexing the positions of continuously moving objects mario a. lopez , simonas saltenis , christian s. jensen , scott t. leutenegger sigmod conference 2000\",,,"|"2000"|1|"\"indexing the positions of continuously moving objects mario a. lopez , simonas saltenis , christian s. jensen , scott t. leutenegger sigmod conference     \",,,"|"indexing the positions of continuously moving objects mario a lopez simonas saltenis christian s jensen scott t leutenegger sigmod conference"|"indexing the positions continuously moving objects mario lopez simonas saltenis christian jensen scott leutenegger sigmod conference"
"2449"|2448|"exploratory mining via constrained frequent set queries sigmod conference 1999,\"jiawei han , teresa mah , laks v. s. lakshmanan , raymond t. ng\",,"|"1999"|1|"exploratory mining via constrained frequent set queries sigmod conference     ,\"jiawei han , teresa mah , laks v. s. lakshmanan , raymond t. ng\",,"|"exploratory mining via constrained frequent set queries sigmod conference jiawei han teresa mah laks v s lakshmanan raymond t ng"|"exploratory mining via constrained frequent set queries sigmod conference jiawei han teresa mah laks lakshmanan raymond"
"2450"|2449|"real world requirements for decision support - implications for rdbms 1995,sanju k. bansal,sigmod conference,"|"1995"|1|"real world requirements for decision support - implications for rdbms     ,sanju k. bansal,sigmod conference,"|"real world requirements for decision support implications for rdbms sanju k bansal sigmod conference"|"real world requirements for decision support implications for rdbms sanju bansal sigmod conference"
"2451"|2450|"mind your vocabulary : query mapping across heterogeneous information sources sigmod conference,\"kevin chen-chuan chang , hector garcia-molina\",,1999"|"1999"|1|"mind your vocabulary : query mapping across heterogeneous information sources sigmod conference,\"kevin chen-chuan chang , hector garcia-molina\",,    "|"mind your vocabulary query mapping across heterogeneous information sources sigmod conference kevin chen chuan chang hector garcia molina"|"mind your vocabulary query mapping across heterogeneous information sources sigmod conference kevin chen chuan chang hector garcia molina"
"2452"|2451|"fast incremental maintenance of approximate histograms acm trans . database syst .,\"viswanath poosala , phillip b. gibbons , yossi matias\",,2002"|"2002"|1|"fast incremental maintenance of approximate histograms acm trans . database syst .,\"viswanath poosala , phillip b. gibbons , yossi matias\",,    "|"fast incremental maintenance of approximate histograms acm trans database syst viswanath poosala phillip b gibbons yossi matias"|"fast incremental maintenance approximate histograms acm trans database syst viswanath poosala phillip gibbons yossi matias"
"2453"|2452|"\"temporal conditions and integrity constraints in active database systems ouri wolfson , a. prasad sistla sigmod conference 1995\",,,"|"1995"|1|"\"temporal conditions and integrity constraints in active database systems ouri wolfson , a. prasad sistla sigmod conference     \",,,"|"temporal conditions and integrity constraints in active database systems ouri wolfson a prasad sistla sigmod conference"|"temporal conditions and integrity constraints active database systems ouri wolfson prasad sistla sigmod conference"
"2454"|2453|"the rubicon of smart data roger king vldb 2002,,,"|"2002"|1|"the rubicon of smart data roger king vldb     ,,,"|"the rubicon of smart data roger king vldb"|"the rubicon smart data roger king vldb"
"2455"|2454|"practical lessons in supporting large-scale computational science 1999,\"terence critchlow , ron musick\",sigmod record,"|"1999"|1|"practical lessons in supporting large-scale computational science     ,\"terence critchlow , ron musick\",sigmod record,"|"practical lessons in supporting large scale computational science terence critchlow ron musick sigmod record"|"practical lessons supporting large scale computational science terence critchlow ron musick sigmod record"
"2456"|2455|"on database theory and xml,dan suciu,sigmod record,2001"|"2001"|1|"on database theory and xml,dan suciu,sigmod record,    "|"on database theory and xml dan suciu sigmod record"|"database theory and xml dan suciu sigmod record"
"2457"|2456|"\"seeking the truth about ad hoc join costs amit shukla , miron livny , michael j. carey , laura m. haas 1997\",,vldb j.,"|"1997"|1|"\"seeking the truth about ad hoc join costs amit shukla , miron livny , michael j. carey , laura m. haas     \",,vldb j.,"|"seeking the truth about ad hoc join costs amit shukla miron livny michael j carey laura m haas vldb j"|"seeking the truth about hoc join costs amit shukla miron livny michael carey laura haas vldb"
"2458"|2457|"\"a framework for clustering evolving data streams philip s. yu , charu c. aggarwal , jiawei han , jianyong wang vldb 2003\",,,"|"2003"|1|"\"a framework for clustering evolving data streams philip s. yu , charu c. aggarwal , jiawei han , jianyong wang vldb     \",,,"|"a framework for clustering evolving data streams philip s yu charu c aggarwal jiawei han jianyong wang vldb"|"framework for clustering evolving data streams philip charu aggarwal jiawei han jianyong wang vldb"
"2459"|2458|"\"title , foreword , special issue editorial ? vldb j.\",,,1994"|"1994"|1|"\"title , foreword , special issue editorial ? vldb j.\",,,    "|"title foreword special issue editorial vldb j"|"title foreword special issue editorial vldb"
"2460"|2459|"vipas : virtual link powered authority search in the web 2003,\"ming-syan chen , chi-chun lin\",vldb,"|"2003"|1|"vipas : virtual link powered authority search in the web     ,\"ming-syan chen , chi-chun lin\",vldb,"|"vipas virtual link powered authority search in the web ming syan chen chi chun lin vldb"|"vipas virtual link powered authority search the web ming syan chen chi chun lin vldb"
"2461"|2460|"very large databases in a commercial application environment vldb 1996,karl-heinz hess,,"|"1996"|1|"very large databases in a commercial application environment vldb     ,karl-heinz hess,,"|"very large databases in a commercial application environment vldb karl heinz hess"|"very large databases commercial application environment vldb karl heinz hess"
"2462"|2461|"\"mil primitives for querying a fragmented world martin l. kersten , peter a. boncz vldb j.\",,,1999"|"1999"|1|"\"mil primitives for querying a fragmented world martin l. kersten , peter a. boncz vldb j.\",,,    "|"mil primitives for querying a fragmented world martin l kersten peter a boncz vldb j"|"mil primitives for querying fragmented world martin kersten peter boncz vldb"
"2463"|2462|"\"efficiently publishing relational data as xml documents bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita 2001\",,vldb j.,"|"2001"|1|"\"efficiently publishing relational data as xml documents bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita     \",,vldb j.,"|"efficiently publishing relational data as xml documents bruce g lindsay hamid pirahesh berthold reinwald michael j carey rimon barr jayavel shanmugasundaram eugene j shekita vldb j"|"efficiently publishing relational data xml documents bruce lindsay hamid pirahesh berthold reinwald michael carey rimon barr jayavel shanmugasundaram eugene shekita vldb"
"2464"|2463|"\"enterprise objects framework , a second generation object-relational enabler charly kleissner sigmod conference 1995\",,,"|"1995"|1|"\"enterprise objects framework , a second generation object-relational enabler charly kleissner sigmod conference     \",,,"|"enterprise objects framework a second generation object relational enabler charly kleissner sigmod conference"|"enterprise objects framework second generation object relational enabler charly kleissner sigmod conference"
"2465"|2464|"\"enabling dynamic content caching for database-driven web sites qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. sel√ßuk candan 2001\",,sigmod conference,"|"2001"|1|"\"enabling dynamic content caching for database-driven web sites qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. sel√ßuk candan     \",,sigmod conference,"|"enabling dynamic content caching for database driven web sites qiong luo divyakant agrawal wen syan li wang pin hsiung k sel√ uk candan sigmod conference"|"enabling dynamic content caching for database driven web sites qiong luo divyakant agrawal wen syan wang pin hsiung sel√ candan sigmod conference"
"2466"|2465|"memory management during run generation in external sorting,\"goetz graefe , per-√•ke larson\",sigmod conference,1998"|"1998"|1|"memory management during run generation in external sorting,\"goetz graefe , per-√•ke larson\",sigmod conference,    "|"memory management during run generation in external sorting goetz graefe per √ ke larson sigmod conference"|"memory management during run generation external sorting goetz graefe per larson sigmod conference"
"2467"|2466|"\"dynamic resource brokering for multi-user query execution diane l. davison , goetz graefe sigmod conference\",,,1995"|"1995"|1|"\"dynamic resource brokering for multi-user query execution diane l. davison , goetz graefe sigmod conference\",,,    "|"dynamic resource brokering for multi user query execution diane l davison goetz graefe sigmod conference"|"dynamic resource brokering for multi user query execution diane davison goetz graefe sigmod conference"
"2468"|2467|"\"acdn : a content delivery network for applications michael rabinovich , pradnya karbhari , fred douglis , zhen xiao 2002\",,sigmod conference,"|"2002"|1|"\"acdn : a content delivery network for applications michael rabinovich , pradnya karbhari , fred douglis , zhen xiao     \",,sigmod conference,"|"acdn a content delivery network for applications michael rabinovich pradnya karbhari fred douglis zhen xiao sigmod conference"|"acdn content delivery network for applications michael rabinovich pradnya karbhari fred douglis zhen xiao sigmod conference"
