label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
|1771|2083|2002|2003|watermarking relational databases rakesh agrawal jerry kiernan vldb|information sharing across private databases rakesh agrawal alexandre evfimievski ramakrishnan srikant international conference management data|46|43|61|8|17|3|0.375|0.17647058823529413
|1428|1795|1996|1998|sampling large databases for association rules hannu toivonen vldb|integrating association rule mining with relational database systems alternatives and implications sunita sarawagi shiby thomas rakesh agrawal international conference management data|35|35|48|9|23|1|0.1111111111111111|0.043478260869565216
|695|1761|2000|1998|data model and data structures for moving objects databases sigmod conference markus schneider enrico nardelli luca forlizzi ralf hartmut ting|repositories and object oriented databases philip bernstein acm sigmod record|40|44|54|21|11|4|0.36363636363636365|0.19047619047619047
|209|2290|2003|2003|guest editorial vldb vijay atluri anupam joshi yelena yesha|guest editorial philip bernstein yannis ioannidis raghu ramakrishnan the vldb journal the international journal very large data bases|43|41|52|10|18|3|0.3|0.16666666666666666
|1559|1722|1994|1994|multi step processing spatial joins ralf schneider thomas brinkhoff bernhard seeger hans peter kriegel sigmod conference|spatial joins using seeded trees international conference management data ming ling chinya ravishankar|42|53|45|17|17|4|0.23529411764705882|0.23529411764705882
|579|1150|2001|"246|1996"|probabilistic temporal databases algebra alex dekhtyar robert ross subrahmanian acm trans database syst|coalescing temporal databases michael hlen richard thomas snodgrass michael soo very large data bases|56|51|56|16|17|2|0.125|0.11764705882352941
|2154|173|1997|1998|graphical interaction with heterogeneous databases vldb tiziana catarci john cardiff giuseppe santucci|sql open heterogeneous data access berthold reinwald hamid pirahesh international conference management data|47|50|48|13|14|1|0.07692307692307693|0.07142857142857142
|1015|1763|"1995|1995"|"4|1997"|report the international workshop temporal databases sigmod record arie segev richard snodgrass christian jensen|intelligent access heterogeneous information sources report the workshop knowledge representation meets databases franz baader manfred jeusfeld werner nutt acm sigmod record|43|56|52|17|25|7|0.4117647058823529|0.28
|285|1889|1998|1996|information director message alberto mendelzon sigmod record|information visualization acm sigmod record tiziana catarci isabel cruz|50|51|53|9|10|3|0.3333333333333333|0.3
|2571|1161|1997|1997|analysis locking behavior three real database systems alan jay smith vigyan singhal vldb|analysis locking behavior three real database systems vigyan singhal alan jay smith the vldb journal the international journal very large data bases|70|75|82|16|23|15|0.9375|0.6521739130434783
|58|1318|1998|2001|the multidimensional database system rasdaman andreas dehmel peter baumann norbert widmann roland ritsch paula furtado sigmod conference|vxmlr visual xml relational database system aoying zhou hongjun shihui zheng yuqi liang long zhang wenyun zengping tian very large data bases|43|39|44|17|25|2|0.11764705882352941|0.08
|949|274|2001|2001|dissemination dynamic data pavan deolasee amol katkar krithi ramamritham ankur panchbudhe prashant shenoy sigmod conference|dissemination dynamic data international conference management data pavan deolasee amol katkar ankur panchbudhe krithi ramamritham prashant shenoy|64|85|64|17|18|15|0.8823529411764706|0.8333333333333334
|1365|1884|1996|1996|report first international workshop real time database systems sang hyuk son kwei jay lin azer bestavros sigmod record|olap relational and multidimensional database systems acm sigmod record george colliat|50|52|53|19|11|4|0.36363636363636365|0.21052631578947367
|1020|914|1996|2003|database research arizona state university sigmod record suzanne dietrich forouzan golshani susan darling urban|database research arlington sharma chakravarthy alp aslandogan ramez elmasri leonidas fegaras junghwan acm sigmod record|50|51|50|16|18|5|0.3125|0.2777777777777778
|1329|1445|1996|1995|act net the active database management system manifesto rulebase adbms features sigmod record|bigsur system for the management earth science data very large data bases paul brown michael stonebraker|44|54|45|15|17|5|0.3333333333333333|0.29411764705882354
|2518|176|2001|1998|storage and retrieval xml data using relational databases surajit chaudhuri kyuseok shim vldb|java and relational databases tutorial sqlj international conference management data gray clossman phil shaw mark hapner johannes klein richard pledereder brian becker|41|42|45|14|24|5|0.35714285714285715|0.20833333333333334
|8|382|"96|1997"|"95|1996|246"|report dart databases active and real time concepts meet practice nandit soparkar krithi ramamritham sigmod record|workshop report the first international workshop active and real time database systems artdb mikael berndtsson rgen hansson acm sigmod record|55|56|56|17|21|8|0.47058823529411764|0.38095238095238093
|2451|858|2002|2000|fast incremental maintenance approximate histograms acm trans database syst viswanath poosala phillip gibbons yossi matias|performance issues incremental warehouse maintenance wilburt labio jun yang yingwei cui hector garcia molina jennifer widom very large data bases|44|45|45|17|21|2|0.11764705882352941|0.09523809523809523
|808|2234|2002|2003|guest editor introduction robert meersman amit sheth sigmod record|guest editor introduction acm sigmod record karl aberer|69|72|63|11|9|6|0.6666666666666666|0.5454545454545454
|639|1479|1998|1995|efficient method for checking object oriented database schema correctness michele missikoff anna formica hans dietmar grÃ ger acm trans database syst|cost model for clustered object oriented databases very large data bases georges gardarin jean robert gruser zhao hui tang|54|52|56|21|20|3|0.15|0.14285714285714285
|375|1635|1994|1994|practical predicate placement sigmod conference joseph hellerstein|practical predicate placement joseph hellerstein international conference management data|62|74|74|8|12|7|0.875|0.5833333333333334
|925|1161|1996|1997|improving timeliness real time secure database systems sang hyuk son rasikan david bhavani thuraisingham sigmod record|analysis locking behavior three real database systems vigyan singhal alan jay smith the vldb journal the international journal very large data bases|47|47|51|18|23|4|0.2222222222222222|0.17391304347826086
|123|1957|2003|1996|aquery query language for ordered data optimization techniques and experiments alberto lerner dennis shasha vldb|fundamental techniques for order optimization david simmen eugene shekita timothy malkemus international conference management data|48|54|49|15|17|4|0.26666666666666666|0.23529411764705882
|2009|1718|2000|1994|one dimensional and multi dimensional substring selectivity estimation raymond divesh srivastava jagadish olga kapitskaia vldb|adaptive selectivity estimation using query feedback chungmin melvin chen nick roussopoulos international conference management data|40|47|40|19|17|2|0.11764705882352941|0.10526315789473684
|1901|1674|1997|1994|geominer system prototype for spatial data mining sigmod conference jiawei han nebojsa stefanovic krzysztof koperski|genesys system for efficient spatial query processing thomas brinkhoff hans peter kriegel ralf schneider bernhard seeger international conference management data|43|49|44|16|23|6|0.375|0.2608695652173913
|2452|373|1995|1996|temporal conditions and integrity constraints active database systems ouri wolfson prasad sistla sigmod conference|integrating temporal real time active databases krithi ramamritham raju sivasankaran john stankovic don towsley ming xiong acm sigmod record|47|53|47|16|22|4|0.25|0.18181818181818182
|183|580|1994|1994|introduction deductive database languages and systems kotagiri ramamohanarao james harland vldb|introduction deductive database languages and systems kotagiri ramamohanarao james harland the vldb journal the international journal very large data bases|77|76|96|14|21|13|0.9285714285714286|0.6190476190476191
|1829|894|1994|"246|2000"|efficiently instantiating view objects from remote relational databases vldb gio wiederhold byung suk lee|managing intervals efficiently object relational databases hans peter kriegel marco tke thomas seidl very large data bases|50|56|53|15|19|3|0.2|0.15789473684210525
|718|199|2001|1999|approximate query processing using wavelets vldb rajeev rastogi minos garofalakis kyuseok shim kaushik chakrabarti|query processing techniques for arrays arunprasad marathe kenneth salem international conference management data|41|45|42|16|16|2|0.125|0.125
|78|1444|1994|1995|the ores temporal database management system babis theodoulidis george karvelis jayant chaudhary aziz ait braham simon sou george andrianopoulos sigmod conference|document management database problem rudolf bayer very large data bases|37|45|49|20|12|2|0.16666666666666666|0.1
